,CO2,COU,Year,Value
816,BEL,HUN,2018,1.0
817,BEL,HUN,2019,4.0
818,BEL,HUN,2020,1.0
819,BEL,NOR,2000,9.0
820,BEL,NOR,2001,6.0
821,BEL,NOR,2002,6.285714285714286
822,BEL,NOR,2003,6.571428571428571
823,BEL,NOR,2004,6.857142857142857
824,BEL,NOR,2005,7.142857142857142
825,BEL,NOR,2006,7.428571428571429
826,BEL,NOR,2007,7.714285714285714
827,BEL,NOR,2008,8.0
828,BEL,NOR,2009,2.0
829,BEL,NOR,2010,8.0
830,BEL,NOR,2011,4.0
831,BEL,NOR,2012,6.0
832,BEL,NOR,2013,8.0
833,BEL,NOR,2014,9.0
834,BEL,NOR,2015,4.0
835,BEL,NOR,2016,12.0
836,BEL,NOR,2017,7.0
837,BEL,NOR,2018,4.0
838,BEL,NOR,2019,6.0
839,BEL,NOR,2020,8.0
840,BEL,FIN,2000,1.0
841,BEL,FIN,2001,0.0
842,BEL,FIN,2002,0.0
843,BEL,FIN,2003,1.0
844,BEL,FIN,2004,0.0
845,BEL,FIN,2005,1.0
846,BEL,FIN,2006,0.0
847,BEL,FIN,2007,0.0
848,BEL,FIN,2008,1.0
849,BEL,FIN,2009,3.0
850,BEL,FIN,2010,1.0
851,BEL,FIN,2011,0.0
852,BEL,FIN,2012,1.0
853,BEL,FIN,2013,1.0
854,BEL,FIN,2014,5.0
855,BEL,FIN,2015,2.0
856,BEL,FIN,2016,2.0
857,BEL,FIN,2017,8.0
858,BEL,FIN,2018,9.0
859,BEL,FIN,2019,10.0
860,BEL,FIN,2020,2.0
861,BEL,IRL,2000,0.0
862,BEL,IRL,2001,0.0
863,BEL,IRL,2002,0.0
864,BEL,IRL,2003,0.0
865,BEL,IRL,2004,0.0
866,BEL,IRL,2005,0.0
867,BEL,IRL,2006,0.0
868,BEL,IRL,2007,0.0
869,BEL,IRL,2008,0.0
870,BEL,IRL,2009,1.0
871,BEL,IRL,2010,0.5
872,BEL,IRL,2011,0.0
873,BEL,IRL,2012,1.0
874,BEL,IRL,2013,3.0
875,BEL,IRL,2014,1.0
876,BEL,IRL,2015,5.0
877,BEL,IRL,2016,4.0
878,BEL,IRL,2017,3.0
879,BEL,IRL,2018,4.0
880,BEL,IRL,2019,6.0
881,BEL,IRL,2020,3.0
882,BEL,SWE,2000,3.0
883,BEL,SWE,2001,1.0
884,BEL,SWE,2002,9.0
885,BEL,SWE,2003,12.0
886,BEL,SWE,2004,9.0
887,BEL,SWE,2005,9.0
888,BEL,SWE,2006,10.0
889,BEL,SWE,2007,17.0
890,BEL,SWE,2008,12.0
891,BEL,SWE,2009,20.0
892,BEL,SWE,2010,36.0
893,BEL,SWE,2011,41.0
894,BEL,SWE,2012,26.0
895,BEL,SWE,2013,43.0
896,BEL,SWE,2014,51.0
897,BEL,SWE,2015,41.0
898,BEL,SWE,2016,57.0
899,BEL,SWE,2017,24.0
900,BEL,SWE,2018,46.0
901,BEL,SWE,2019,40.0
902,BEL,SWE,2020,76.0
903,BEL,ESP,2000,11.0
904,BEL,ESP,2001,11.0
905,BEL,ESP,2002,11.0
906,BEL,ESP,2003,11.0
907,BEL,ESP,2004,11.0
908,BEL,ESP,2005,11.0
909,BEL,ESP,2006,11.0
910,BEL,ESP,2007,11.0
911,BEL,ESP,2008,11.0
912,BEL,ESP,2009,11.0
913,BEL,ESP,2010,26.0
914,BEL,ESP,2011,28.0
915,BEL,ESP,2012,40.0
916,BEL,ESP,2013,29.0
917,BEL,ESP,2014,45.0
918,BEL,ESP,2015,13.0
919,BEL,ESP,2016,33.0
920,BEL,ESP,2017,15.0
921,BEL,ESP,2018,19.0
922,BEL,ESP,2019,24.0
923,BEL,ESP,2020,20.0
924,BEL,DNK,2000,1.0
925,BEL,DNK,2001,1.0
926,BEL,DNK,2002,1.0
927,BEL,DNK,2003,1.0
928,BEL,DNK,2004,1.0
929,BEL,DNK,2005,1.0
930,BEL,DNK,2006,1.0
931,BEL,DNK,2007,1.0
932,BEL,DNK,2008,3.0
933,BEL,DNK,2009,2.0
934,BEL,DNK,2010,1.0
935,BEL,DNK,2011,2.0
936,BEL,DNK,2012,1.0
937,BEL,DNK,2013,0.0
938,BEL,DNK,2014,3.0
939,BEL,DNK,2015,0.0
940,BEL,DNK,2016,7.0
941,BEL,DNK,2017,7.0
942,BEL,DNK,2018,4.0
943,BEL,DNK,2019,1.0
944,BEL,DNK,2020,16.0
945,BEL,CAN,2000,163.0
946,BEL,CAN,2001,110.0
947,BEL,CAN,2002,104.0
948,BEL,CAN,2003,158.0
949,BEL,CAN,2004,158.0
950,BEL,CAN,2005,152.0
951,BEL,CAN,2006,207.0
952,BEL,CAN,2007,143.0
953,BEL,CAN,2008,264.0
954,BEL,CAN,2009,401.0
955,BEL,CAN,2010,292.0
956,BEL,CAN,2011,337.0
957,BEL,CAN,2012,181.0
958,BEL,CAN,2013,247.0
959,BEL,CAN,2014,518.0
960,BEL,CAN,2015,411.0
961,BEL,CAN,2016,226.0
962,BEL,CAN,2017,188.0
963,BEL,CAN,2018,270.0
964,BEL,CAN,2019,398.0
965,BEL,CAN,2020,182.0
966,BEL,ISL,2000,0.0
967,BEL,ISL,2001,0.0
968,BEL,ISL,2002,1.0
969,BEL,ISL,2003,3.0
970,BEL,ISL,2004,2.0
971,BEL,ISL,2005,1.0
972,BEL,ISL,2006,1.0
973,BEL,ISL,2007,0.0
974,BEL,ISL,2008,0.0
975,BEL,ISL,2009,0.0
976,BEL,ISL,2010,1.0
977,BEL,ISL,2011,1.0
978,BEL,ISL,2012,0.0
979,BEL,ISL,2013,0.0
980,BEL,ISL,2014,1.0
981,BEL,ISL,2015,0.0
982,BEL,ISL,2016,1.0
983,BEL,ISL,2017,1.0
984,BEL,ISL,2018,1.0
985,BEL,ISL,2019,0.0
986,BEL,ISL,2020,0.0
987,BEL,AUT,2000,1.0
988,BEL,AUT,2001,2.0
989,BEL,AUT,2002,1.0
990,BEL,AUT,2003,1.0
991,BEL,AUT,2004,4.0
992,BEL,AUT,2005,1.0
993,BEL,AUT,2006,1.0
994,BEL,AUT,2007,1.0
995,BEL,AUT,2008,1.0
996,BEL,AUT,2009,1.3333333333333333
997,BEL,AUT,2010,1.6666666666666665
998,BEL,AUT,2011,2.0
999,BEL,AUT,2012,1.0
1000,BEL,AUT,2013,3.5
1001,BEL,AUT,2014,6.0
1002,BEL,AUT,2015,4.0
1003,BEL,AUT,2016,5.0
1004,BEL,AUT,2017,1.0
1005,BEL,AUT,2018,9.0
1006,BEL,AUT,2019,7.0
1007,BEL,AUT,2020,3.0
1008,BEL,AUS,2000,32.0
1009,BEL,AUS,2001,32.0
1010,BEL,AUS,2002,33.0
1011,BEL,AUS,2003,46.0
1012,BEL,AUS,2004,34.0
1013,BEL,AUS,2005,39.0
1014,BEL,AUS,2006,50.0
1015,BEL,AUS,2007,65.0
1016,BEL,AUS,2008,250.0
1017,BEL,AUS,2009,170.0
1018,BEL,AUS,2010,170.0
1019,BEL,AUS,2011,146.0
1020,BEL,AUS,2012,127.0
1021,BEL,AUS,2013,132.0
1022,BEL,AUS,2014,177.0
1023,BEL,AUS,2015,163.0
1024,BEL,AUS,2016,184.0
1025,BEL,AUS,2017,176.0
1026,BEL,AUS,2018,113.0
1027,BEL,AUS,2019,105.0
1028,BEL,AUS,2020,237.0
1029,BEL,NLD,2000,164.0
1030,BEL,NLD,2001,189.0
1031,BEL,NLD,2002,223.0
1032,BEL,NLD,2003,250.0
1033,BEL,NLD,2004,122.0
1034,BEL,NLD,2005,118.0
1035,BEL,NLD,2006,172.0
1036,BEL,NLD,2007,175.0
1037,BEL,NLD,2008,142.0
1038,BEL,NLD,2009,139.0
1039,BEL,NLD,2010,184.0
1040,BEL,NLD,2011,194.0
1041,BEL,NLD,2012,187.0
1042,BEL,NLD,2013,126.0
1043,BEL,NLD,2014,125.0
1044,BEL,NLD,2015,82.0
1045,BEL,NLD,2016,127.0
1046,BEL,NLD,2017,182.0
1047,BEL,NLD,2018,163.0
1048,BEL,NLD,2019,129.0
1049,BEL,NLD,2020,148.0
1050,BEL,LVA,2000,0.0
1051,BEL,LVA,2001,0.0
1052,BEL,LVA,2002,0.0
1053,BEL,LVA,2003,0.0
1054,BEL,LVA,2004,0.0
1055,BEL,LVA,2005,0.0
1056,BEL,LVA,2006,0.0
1057,BEL,LVA,2007,0.0
1058,BEL,LVA,2008,0.0
1059,BEL,LVA,2009,0.0
1060,BEL,LVA,2010,0.0
1061,BEL,LVA,2011,0.5
1062,BEL,LVA,2012,1.0
1063,BEL,LVA,2013,0.0
1064,BEL,LVA,2014,0.0
1065,BEL,LVA,2015,0.0
1066,BEL,LVA,2016,1.0
1067,BEL,LVA,2017,0.0
1068,BEL,LVA,2018,0.0
1069,BEL,LVA,2019,0.0
1070,BEL,LVA,2020,0.0
1071,BEL,NZL,2000,9.0
1072,BEL,NZL,2001,4.0
1073,BEL,NZL,2002,5.0
1074,BEL,NZL,2003,6.0
1075,BEL,NZL,2004,7.0
1076,BEL,NZL,2005,1.0
1077,BEL,NZL,2006,2.0
1078,BEL,NZL,2007,11.0
1079,BEL,NZL,2008,28.0
1080,BEL,NZL,2009,15.0
1081,BEL,NZL,2010,5.0
1082,BEL,NZL,2011,37.0
1083,BEL,NZL,2012,35.0
1084,BEL,NZL,2013,38.0
1085,BEL,NZL,2014,39.0
1086,BEL,NZL,2015,27.0
1087,BEL,NZL,2016,36.0
1088,BEL,NZL,2017,47.0
1089,BEL,NZL,2018,59.0
1090,BEL,NZL,2019,28.0
1091,BEL,NZL,2020,11.0
1092,GRC,GBR,2000,254.0
1093,GRC,GBR,2001,260.0
1094,GRC,GBR,2002,170.0
1095,GRC,GBR,2003,190.0
1096,GRC,GBR,2004,182.0
1097,GRC,GBR,2005,187.0
1098,GRC,GBR,2006,151.0
1099,GRC,GBR,2007,284.0
1100,GRC,GBR,2008,227.0
1101,GRC,GBR,2009,281.0
1102,GRC,GBR,2010,250.0
1103,GRC,GBR,2011,325.0
1104,GRC,GBR,2012,815.0
1105,GRC,GBR,2013,564.0
1106,GRC,GBR,2014,258.0
1107,GRC,GBR,2015,614.0
1108,GRC,GBR,2016,768.0
1109,GRC,GBR,2017,1152.0
1110,GRC,GBR,2018,1761.0
1111,GRC,GBR,2019,2011.0
1112,GRC,GBR,2020,1774.0
1113,GRC,BEL,2000,319.0
1114,GRC,BEL,2001,317.0
1115,GRC,BEL,2002,284.0
1116,GRC,BEL,2003,279.0
1117,GRC,BEL,2004,265.0
1118,GRC,BEL,2005,226.0
1119,GRC,BEL,2006,310.0
1120,GRC,BEL,2007,434.0
1121,GRC,BEL,2008,264.0
1122,GRC,BEL,2009,152.0
1123,GRC,BEL,2010,144.0
1124,GRC,BEL,2011,160.0
1125,GRC,BEL,2012,328.0
1126,GRC,BEL,2013,201.0
1127,GRC,BEL,2014,136.0
1128,GRC,BEL,2015,118.0
1129,GRC,BEL,2016,178.0
1130,GRC,BEL,2017,167.0
1131,GRC,BEL,2018,200.0
1132,GRC,BEL,2019,219.0
1133,GRC,BEL,2020,188.0
1134,GRC,CHE,2000,239.0
1135,GRC,CHE,2001,195.0
1136,GRC,CHE,2002,197.0
1137,GRC,CHE,2003,148.0
1138,GRC,CHE,2004,86.0
1139,GRC,CHE,2005,113.0
1140,GRC,CHE,2006,106.0
1141,GRC,CHE,2007,111.0
1142,GRC,CHE,2008,140.0
1143,GRC,CHE,2009,107.0
1144,GRC,CHE,2010,91.0
1145,GRC,CHE,2011,104.0
1146,GRC,CHE,2012,125.0
1147,GRC,CHE,2013,136.0
1148,GRC,CHE,2014,117.0
1149,GRC,CHE,2015,140.0
1150,GRC,CHE,2016,176.0
1151,GRC,CHE,2017,163.0
1152,GRC,CHE,2018,189.0
1153,GRC,CHE,2019,184.0
1154,GRC,CHE,2020,154.0
1155,GRC,SVN,2000,0.0
1156,GRC,SVN,2001,0.0
1157,GRC,SVN,2002,0.0
1158,GRC,SVN,2003,0.0
1159,GRC,SVN,2004,0.0
1160,GRC,SVN,2005,0.0
1161,GRC,SVN,2006,0.0
1162,GRC,SVN,2007,0.0
1163,GRC,SVN,2008,0.0
1164,GRC,SVN,2009,0.0
1165,GRC,SVN,2010,0.0
1166,GRC,SVN,2011,0.0
1167,GRC,SVN,2012,0.0
1168,GRC,SVN,2013,0.0
1169,GRC,SVN,2014,0.0
1170,GRC,SVN,2015,0.0
1171,GRC,SVN,2016,0.0
1172,GRC,SVN,2017,0.0
1173,GRC,SVN,2018,0.0
1174,GRC,SVN,2019,0.0
1175,GRC,SVN,2020,0.0
1176,GRC,ITA,2000,62.0
1177,GRC,ITA,2001,62.0
1178,GRC,ITA,2002,62.0
1179,GRC,ITA,2003,62.0
1180,GRC,ITA,2004,62.0
1181,GRC,ITA,2005,62.0
1182,GRC,ITA,2006,62.0
1183,GRC,ITA,2007,62.0
1184,GRC,ITA,2008,76.0
1185,GRC,ITA,2009,61.0
1186,GRC,ITA,2010,59.0
1187,GRC,ITA,2011,53.0
1188,GRC,ITA,2012,41.0
1189,GRC,ITA,2013,56.0
1190,GRC,ITA,2014,71.0
1191,GRC,ITA,2015,71.0
1192,GRC,ITA,2016,77.0
1193,GRC,ITA,2017,59.0
1194,GRC,ITA,2018,45.0
1195,GRC,ITA,2019,53.0
1196,GRC,ITA,2020,36.0
1197,GRC,MEX,2000,7.0
1198,GRC,MEX,2001,7.0
1199,GRC,MEX,2002,7.0
1200,GRC,MEX,2003,0.0
1201,GRC,MEX,2004,5.0
1202,GRC,MEX,2005,5.0
1203,GRC,MEX,2006,0.0
1204,GRC,MEX,2007,7.0
1205,GRC,MEX,2008,0.0
1206,GRC,MEX,2009,5.0
1207,GRC,MEX,2010,2.0
1208,GRC,MEX,2011,2.0
1209,GRC,MEX,2012,2.0
1210,GRC,MEX,2013,3.0
1211,GRC,MEX,2014,1.0
1212,GRC,MEX,2015,0.0
1213,GRC,MEX,2016,0.0
1214,GRC,MEX,2017,1.0
1215,GRC,MEX,2018,2.0
1216,GRC,MEX,2019,2.0
1217,GRC,MEX,2020,2.0
1218,GRC,DEU,2000,1413.0
1219,GRC,DEU,2001,1402.0
1220,GRC,DEU,2002,1105.0
1221,GRC,DEU,2003,1114.0
1222,GRC,DEU,2004,1507.0
1223,GRC,DEU,2005,1346.0
1224,GRC,DEU,2006,1657.0
1225,GRC,DEU,2007,2691.0
1226,GRC,DEU,2008,1779.0
1227,GRC,DEU,2009,1362.0
1228,GRC,DEU,2010,1450.0
1229,GRC,DEU,2011,2290.0
1230,GRC,DEU,2012,4167.0
1231,GRC,DEU,2013,3498.0
1232,GRC,DEU,2014,2800.0
1233,GRC,DEU,2015,3058.0
1234,GRC,DEU,2016,3444.0
1235,GRC,DEU,2017,3424.0
1236,GRC,DEU,2018,3235.0
1237,GRC,DEU,2019,3130.0
1238,GRC,DEU,2020,2650.0
1239,GRC,CHL,2000,1.0
1240,GRC,CHL,2001,1.0
1241,GRC,CHL,2002,1.0
1242,GRC,CHL,2003,1.0
1243,GRC,CHL,2004,1.0
1244,GRC,CHL,2005,1.0
1245,GRC,CHL,2006,0.0
1246,GRC,CHL,2007,0.0
1247,GRC,CHL,2008,0.0
1248,GRC,CHL,2009,0.0
1249,GRC,CHL,2010,1.0
1250,GRC,CHL,2011,1.0
1251,GRC,CHL,2012,1.0
1252,GRC,CHL,2013,0.0
1253,GRC,CHL,2014,1.0
1254,GRC,CHL,2015,0.0
1255,GRC,CHL,2016,0.0
1256,GRC,CHL,2017,0.0
1257,GRC,CHL,2018,0.0
1258,GRC,CHL,2019,0.0
1259,GRC,CHL,2020,0.0
1260,GRC,USA,2000,2252.0
1261,GRC,USA,2001,1661.0
1262,GRC,USA,2002,1285.0
1263,GRC,USA,2003,933.0
1264,GRC,USA,2004,1100.0
1265,GRC,USA,2005,1075.0
1266,GRC,USA,2006,1291.0
1267,GRC,USA,2007,1200.0
1268,GRC,USA,2008,1332.0
1269,GRC,USA,2009,1061.0
1270,GRC,USA,2010,780.0
1271,GRC,USA,2011,800.0
1272,GRC,USA,2012,869.0
1273,GRC,USA,2013,936.0
1274,GRC,USA,2014,797.0
1275,GRC,USA,2015,878.0
1276,GRC,USA,2016,1022.0
1277,GRC,USA,2017,956.0
1278,GRC,USA,2018,1078.0
1279,GRC,USA,2019,1146.0
1280,GRC,USA,2020,846.0
1281,GRC,FRA,2000,101.0
1282,GRC,FRA,2001,81.0
1283,GRC,FRA,2002,73.0
1284,GRC,FRA,2003,50.0
1285,GRC,FRA,2004,58.5
1286,GRC,FRA,2005,67.0
1287,GRC,FRA,2006,72.66666666666667
1288,GRC,FRA,2007,78.33333333333333
1289,GRC,FRA,2008,84.0
1290,GRC,FRA,2009,47.0
1291,GRC,FRA,2010,75.0
1292,GRC,FRA,2011,79.0
1293,GRC,FRA,2012,99.0
1294,GRC,FRA,2013,127.0
1295,GRC,FRA,2014,102.0
1296,GRC,FRA,2015,124.0
1297,GRC,FRA,2016,155.0
1298,GRC,FRA,2017,147.0
1299,GRC,FRA,2018,151.0
1300,GRC,FRA,2019,147.0
1301,GRC,FRA,2020,108.0
1302,GRC,POL,2000,5.0
1303,GRC,POL,2001,1.0
1304,GRC,POL,2002,3.0
1305,GRC,POL,2003,4.0
1306,GRC,POL,2004,6.0
1307,GRC,POL,2005,4.0
1308,GRC,POL,2006,1.0
1309,GRC,POL,2007,1.0
1310,GRC,POL,2008,2.0
1311,GRC,POL,2009,4.0
1312,GRC,POL,2010,4.0
1313,GRC,POL,2011,2.0
1314,GRC,POL,2012,6.0
1315,GRC,POL,2013,6.0
1316,GRC,POL,2014,3.0
1317,GRC,POL,2015,7.0
1318,GRC,POL,2016,4.0
1319,GRC,POL,2017,0.0
1320,GRC,POL,2018,2.0
1321,GRC,POL,2019,7.0
1322,GRC,POL,2020,3.0
1323,GRC,LUX,2000,2.0
1324,GRC,LUX,2001,0.0
1325,GRC,LUX,2002,1.0
1326,GRC,LUX,2003,0.0
1327,GRC,LUX,2004,0.0
1328,GRC,LUX,2005,3.0
1329,GRC,LUX,2006,1.0
1330,GRC,LUX,2007,0.0
1331,GRC,LUX,2008,0.0
1332,GRC,LUX,2009,6.0
1333,GRC,LUX,2010,14.0
1334,GRC,LUX,2011,11.0
1335,GRC,LUX,2012,14.0
1336,GRC,LUX,2013,15.0
1337,GRC,LUX,2014,21.0
1338,GRC,LUX,2015,23.0
1339,GRC,LUX,2016,33.0
1340,GRC,LUX,2017,59.0
1341,GRC,LUX,2018,99.0
1342,GRC,LUX,2019,73.0
1343,GRC,LUX,2020,73.0
1344,GRC,HUN,2000,1.0
1345,GRC,HUN,2001,1.0
1346,GRC,HUN,2002,1.0
1347,GRC,HUN,2003,1.0
1348,GRC,HUN,2004,1.0
1349,GRC,HUN,2005,1.0
1350,GRC,HUN,2006,0.6666666666666667
1351,GRC,HUN,2007,0.33333333333333337
1352,GRC,HUN,2008,0.0
1353,GRC,HUN,2009,0.0
1354,GRC,HUN,2010,0.0
1355,GRC,HUN,2011,1.0
1356,GRC,HUN,2012,2.0
1357,GRC,HUN,2013,2.0
1358,GRC,HUN,2014,0.0
1359,GRC,HUN,2015,2.0
1360,GRC,HUN,2016,2.0
1361,GRC,HUN,2017,1.0
1362,GRC,HUN,2018,7.0
1363,GRC,HUN,2019,15.0
1364,GRC,HUN,2020,1.0
1365,GRC,NOR,2000,1.0
1366,GRC,NOR,2001,10.0
1367,GRC,NOR,2002,7.0
1368,GRC,NOR,2003,5.0
1369,GRC,NOR,2004,10.0
1370,GRC,NOR,2005,7.0
1371,GRC,NOR,2006,6.0
1372,GRC,NOR,2007,4.0
1373,GRC,NOR,2008,0.0
1374,GRC,NOR,2009,10.0
1375,GRC,NOR,2010,11.0
1376,GRC,NOR,2011,8.0
1377,GRC,NOR,2012,5.0
1378,GRC,NOR,2013,7.0
1379,GRC,NOR,2014,13.0
1380,GRC,NOR,2015,4.0
1381,GRC,NOR,2016,23.0
1382,GRC,NOR,2017,16.0
1383,GRC,NOR,2018,13.0
1384,GRC,NOR,2019,19.0
1385,GRC,NOR,2020,25.0
1386,GRC,FIN,2000,2.0
1387,GRC,FIN,2001,2.0
1388,GRC,FIN,2002,6.0
1389,GRC,FIN,2003,1.0
1390,GRC,FIN,2004,1.0
1391,GRC,FIN,2005,3.0
1392,GRC,FIN,2006,2.0
1393,GRC,FIN,2007,6.0
1394,GRC,FIN,2008,4.0
1395,GRC,FIN,2009,4.0
1396,GRC,FIN,2010,1.0
1397,GRC,FIN,2011,5.0
1398,GRC,FIN,2012,14.0
1399,GRC,FIN,2013,13.0
1400,GRC,FIN,2014,11.0
1401,GRC,FIN,2015,4.0
1402,GRC,FIN,2016,11.0
1403,GRC,FIN,2017,20.0
1404,GRC,FIN,2018,21.0
1405,GRC,FIN,2019,25.0
1406,GRC,FIN,2020,25.0
1407,GRC,IRL,2000,2.0
1408,GRC,IRL,2001,2.0
1409,GRC,IRL,2002,2.0
1410,GRC,IRL,2003,2.0
1411,GRC,IRL,2004,2.0
1412,GRC,IRL,2005,2.0
1413,GRC,IRL,2006,3.0
1414,GRC,IRL,2007,1.0
1415,GRC,IRL,2008,1.0
1416,GRC,IRL,2009,3.0
1417,GRC,IRL,2010,2.0
1418,GRC,IRL,2011,0.0
1419,GRC,IRL,2012,6.0
1420,GRC,IRL,2013,8.0
1421,GRC,IRL,2014,17.0
1422,GRC,IRL,2015,8.0
1423,GRC,IRL,2016,13.0
1424,GRC,IRL,2017,14.0
1425,GRC,IRL,2018,13.0
1426,GRC,IRL,2019,15.0
1427,GRC,IRL,2020,8.0
1428,GRC,SWE,2000,30.0
1429,GRC,SWE,2001,151.0
1430,GRC,SWE,2002,115.0
1431,GRC,SWE,2003,109.0
1432,GRC,SWE,2004,131.0
1433,GRC,SWE,2005,114.0
1434,GRC,SWE,2006,283.0
1435,GRC,SWE,2007,313.0
1436,GRC,SWE,2008,167.0
1437,GRC,SWE,2009,128.0
1438,GRC,SWE,2010,170.0
1439,GRC,SWE,2011,280.0
1440,GRC,SWE,2012,207.0
1441,GRC,SWE,2013,271.0
1442,GRC,SWE,2014,237.0
1443,GRC,SWE,2015,297.0
1444,GRC,SWE,2016,409.0
1445,GRC,SWE,2017,353.0
1446,GRC,SWE,2018,377.0
1447,GRC,SWE,2019,296.0
1448,GRC,SWE,2020,804.0
1449,GRC,ESP,2000,12.0
1450,GRC,ESP,2001,12.0
1451,GRC,ESP,2002,12.0
1452,GRC,ESP,2003,12.0
1453,GRC,ESP,2004,12.0
1454,GRC,ESP,2005,12.0
1455,GRC,ESP,2006,12.0
1456,GRC,ESP,2007,12.0
1457,GRC,ESP,2008,12.0
1458,GRC,ESP,2009,12.0
1459,GRC,ESP,2010,4.0
1460,GRC,ESP,2011,8.0
1461,GRC,ESP,2012,10.0
1462,GRC,ESP,2013,10.0
1463,GRC,ESP,2014,9.0
1464,GRC,ESP,2015,12.0
1465,GRC,ESP,2016,11.0
1466,GRC,ESP,2017,10.0
1467,GRC,ESP,2018,11.0
1468,GRC,ESP,2019,11.0
1469,GRC,ESP,2020,19.0
1470,GRC,DNK,2000,3.0
1471,GRC,DNK,2001,3.0
1472,GRC,DNK,2002,3.0
1473,GRC,DNK,2003,3.0
1474,GRC,DNK,2004,3.0
1475,GRC,DNK,2005,3.0
1476,GRC,DNK,2006,3.0
1477,GRC,DNK,2007,1.0
1478,GRC,DNK,2008,2.0
1479,GRC,DNK,2009,6.0
1480,GRC,DNK,2010,6.0
1481,GRC,DNK,2011,0.0
1482,GRC,DNK,2012,1.0
1483,GRC,DNK,2013,0.0
1484,GRC,DNK,2014,4.0
1485,GRC,DNK,2015,3.0
1486,GRC,DNK,2016,3.0
1487,GRC,DNK,2017,14.0
1488,GRC,DNK,2018,7.0
1489,GRC,DNK,2019,3.0
1490,GRC,DNK,2020,7.0
1491,GRC,CAN,2000,293.0
1492,GRC,CAN,2001,214.0
1493,GRC,CAN,2002,165.0
1494,GRC,CAN,2003,230.0
1495,GRC,CAN,2004,262.0
1496,GRC,CAN,2005,381.0
1497,GRC,CAN,2006,389.0
1498,GRC,CAN,2007,316.0
1499,GRC,CAN,2008,268.0
1500,GRC,CAN,2009,225.0
1501,GRC,CAN,2010,178.0
1502,GRC,CAN,2011,187.0
1503,GRC,CAN,2012,123.0
1504,GRC,CAN,2013,136.0
1505,GRC,CAN,2014,236.0
1506,GRC,CAN,2015,208.0
1507,GRC,CAN,2016,112.0
1508,GRC,CAN,2017,95.0
1509,GRC,CAN,2018,224.0
1510,GRC,CAN,2019,390.0
1511,GRC,CAN,2020,161.0
1512,GRC,ISL,2000,0.0
1513,GRC,ISL,2001,0.0
1514,GRC,ISL,2002,0.0
1515,GRC,ISL,2003,1.0
1516,GRC,ISL,2004,0.0
1517,GRC,ISL,2005,0.0
1518,GRC,ISL,2006,1.0
1519,GRC,ISL,2007,1.0
1520,GRC,ISL,2008,2.0
1521,GRC,ISL,2009,0.0
1522,GRC,ISL,2010,1.0
1523,GRC,ISL,2011,2.0
1524,GRC,ISL,2012,0.0
1525,GRC,ISL,2013,0.0
1526,GRC,ISL,2014,0.0
1527,GRC,ISL,2015,1.0
1528,GRC,ISL,2016,0.0
1529,GRC,ISL,2017,0.0
1530,GRC,ISL,2018,0.0
1531,GRC,ISL,2019,0.0
1532,GRC,ISL,2020,2.0
1533,GRC,AUT,2000,3.0
1534,GRC,AUT,2001,3.0
1535,GRC,AUT,2002,5.0
1536,GRC,AUT,2003,10.0
1537,GRC,AUT,2004,6.0
1538,GRC,AUT,2005,12.0
1539,GRC,AUT,2006,4.0
1540,GRC,AUT,2007,5.0
1541,GRC,AUT,2008,5.0
1542,GRC,AUT,2009,1.0
1543,GRC,AUT,2010,4.0
1544,GRC,AUT,2011,5.0
1545,GRC,AUT,2012,20.0
1546,GRC,AUT,2013,9.0
1547,GRC,AUT,2014,16.0
1548,GRC,AUT,2015,8.0
1549,GRC,AUT,2016,20.0
1550,GRC,AUT,2017,11.0
1551,GRC,AUT,2018,7.0
1552,GRC,AUT,2019,15.0
1553,GRC,AUT,2020,12.0
1554,GRC,AUS,2000,256.0
1555,GRC,AUS,2001,292.0
1556,GRC,AUS,2002,301.0
1557,GRC,AUS,2003,227.0
1558,GRC,AUS,2004,219.0
1559,GRC,AUS,2005,201.0
1560,GRC,AUS,2006,229.0
1561,GRC,AUS,2007,297.0
1562,GRC,AUS,2008,214.0
1563,GRC,AUS,2009,102.0
1564,GRC,AUS,2010,107.0
1565,GRC,AUS,2011,92.0
1566,GRC,AUS,2012,99.0
1567,GRC,AUS,2013,70.0
1568,GRC,AUS,2014,116.0
1569,GRC,AUS,2015,127.0
1570,GRC,AUS,2016,150.0
1571,GRC,AUS,2017,242.0
1572,GRC,AUS,2018,212.0
1573,GRC,AUS,2019,290.0
1574,GRC,AUS,2020,412.0
1575,GRC,NLD,2000,125.0
1576,GRC,NLD,2001,126.0
1577,GRC,NLD,2002,104.0
1578,GRC,NLD,2003,64.0
1579,GRC,NLD,2004,45.0
1580,GRC,NLD,2005,50.0
1581,GRC,NLD,2006,60.0
1582,GRC,NLD,2007,81.0
1583,GRC,NLD,2008,65.0
1584,GRC,NLD,2009,48.0
1585,GRC,NLD,2010,52.0
1586,GRC,NLD,2011,58.0
1587,GRC,NLD,2012,99.0
1588,GRC,NLD,2013,84.0
1589,GRC,NLD,2014,84.0
1590,GRC,NLD,2015,87.0
1591,GRC,NLD,2016,119.0
1592,GRC,NLD,2017,146.0
1593,GRC,NLD,2018,111.0
1594,GRC,NLD,2019,97.0
1595,GRC,NLD,2020,161.0
1596,GRC,LVA,2000,0.0
1597,GRC,LVA,2001,0.0
1598,GRC,LVA,2002,0.0
1599,GRC,LVA,2003,0.0
